1577743652,2,1
1577743657,2,1
1577743662,2,1
1577743667,2,1
1577743672,2,1
1577743677,2,1
1577743682,2,1
1577743687,2,1
1577743692,2,1
1577743697,2,1
1577743702,2,1
1577743707,2,1
1577743712,2,1
1577743717,2,1
1577743722,2,1
1577743727,2,1
1577743732,2,1
1577743737,2,1
1577743742,2,1
1577743747,2,1
1577743752,2,1
1577743757,2,1
1577743762,2,1
1577743767,2,1
1577743772,2,1
1577743777,2,1
1577743782,2,1
1577743787,2,1
1577743792,2,1
1577743797,2,1
1577743802,2,1
1577743819,2,1
1577743829,2,1
1577743839,2,1
1577743849,2,1
1577743859,2,1
1577743869,2,1
1577743879,2,1
1577743889,2,1
1577743899,2,1
1577743909,2,1
1577743919,2,1
1577743929,2,1
1577743939,2,1
1577743949,2,1
1577743959,2,1
1577743969,2,1
1577743979,2,1
1577743989,2,1
1577743999,2,1
1577744009,2,1
1577744019,2,1
1577744029,2,1
1577744039,2,1
1577744049,2,1
1577744059,2,1
1577744069,2,1
1577744079,2,1
1577744089,2,1
1577744099,2,1
1577744109,2,1
1577744119,2,1
1577744129,2,1
1577744139,2,1
1577744149,2,1
1577744159,2,1
1577744169,2,1
1577744179,2,1
1577744189,2,1
1577744199,2,1
1577744209,2,1
1577744219,2,1
1577744229,2,1
1577744239,2,1
1577744249,2,1
1577744259,2,1
1577744269,2,1
1577744279,2,1
1577744289,2,1
1577744299,2,1
1577744309,2,1
1577744319,2,1
1577744329,2,1
1577744339,2,1
1577744349,2,1
1577744359,2,1
1577744369,2,1
1577744379,2,1
1577744389,2,1
1577744399,2,1
1577744409,2,1
1577744419,2,1
1577744429,2,1
1577744439,2,1
1577744449,2,1
1577744459,2,1
1577744469,2,1
1577744479,2,1
1577744489,2,1
1577744499,2,1
1577744509,2,1
1577744519,2,1
1577744529,2,1
1577744539,2,1
1577744549,2,1
1577744559,2,1
1577744569,2,1
1577744579,2,1
1577744589,2,1
1577744599,2,1
1577744609,2,1
1577744619,2,1
1577744629,2,1
1577744639,2,1
1577744649,2,1
1577744659,2,1
1577744669,2,1
1577744679,2,1
1577744689,2,1
1577744699,2,1
1577744709,2,1
1577744719,2,1
1577744729,2,1
1577744739,2,1
1577744749,2,1
1577744759,2,1
1577744769,2,1
1577744779,2,1
1577744789,2,1
1577744799,2,1
1577744809,2,1
1577744819,2,1
1577744829,2,1
1577744839,2,1
1577744849,2,1
1577744859,2,1
1577744869,2,1
1577744879,2,1
1577744889,2,1
1577744899,2,1
1577744909,2,1
1577744919,2,1
1577744929,2,1
1577744939,2,1
1577744949,2,1
1577744959,2,1
1577744969,2,1
1577744979,2,1
1577744989,2,1
1577744999,2,1
1577745009,2,1
1577745019,2,1
1577745029,2,1
1577745039,2,1
1577745049,2,1
1577745059,2,1
1577745069,2,1
1577745079,2,1
1577745089,2,1
1577745099,2,1
1577745109,2,1
1577745119,2,1
1577745129,2,1
1577745139,2,1
1577745149,2,1
1577745159,2,1
1577745169,2,1
1577745179,2,1
1577745189,2,1
1577745199,2,1
1577745209,2,1
1577745219,2,1
1577745229,2,1
1577745239,2,1
1577745249,2,1
1577745259,2,1
1577745269,2,1
1577745279,2,1
1577745289,2,1
1577745299,2,1
1577745309,2,1
1577745319,2,1
1577745329,2,1
1577745339,2,1
1577745349,2,1
1577745359,2,1
1577745369,2,1
1577745379,2,1
1577745400,2,1
1577745410,2,1
1577745420,2,1
1577745430,2,1
1577745440,2,1
1577745450,2,1
1577745460,2,1
1577745470,2,1
1577745480,2,1
1577745490,2,1
1577745500,2,1
1577745510,2,1
1577745520,2,1
1577745530,2,1
1577745540,2,1
1577745550,2,1
1577745560,2,1
1577745570,2,1
1577745580,2,1
1577745590,2,1
1577745600,2,1
1577745610,2,1
1577745620,2,1
1577745630,2,1
1577745640,2,1
1577745650,2,1
1577745660,2,1
1577745670,2,1
1577745680,2,1
1577745690,2,1
1577745700,2,1
1577745710,2,1
1577745720,2,1
1577745730,2,1
1577745740,2,1
1577745750,2,1
1577745760,2,1
1577745770,2,1
1577745780,2,1
1577745790,2,1
1577745800,2,1
1577745810,2,1
1577745820,2,1
1577745830,2,1
1577745840,2,1
1577745850,2,1
1577745860,2,1
1577745870,2,1
1577745880,2,1
1577745890,2,1
1577745900,2,1
1577745910,2,1
1577745920,2,1
1577745930,2,1
1577745940,2,1
1577745950,2,1
1577745960,2,1
1577745970,2,1
1577745980,2,1
1577745990,2,1
1577746000,2,1
1577746010,2,1
1577746020,2,1
1577746030,2,1
1577746040,2,1
1577746050,1,1
1577746060,1,1
1577746070,1,1
1577746080,1,1
1577746090,1,1
1577746100,1,1
1577746110,1,1
1577746120,1,1
1577746130,1,1
1577746140,1,1
1577746150,1,1
1577746160,1,1
1577746170,1,1
1577746180,1,1
1577746190,1,1
1577746200,1,1
1577746210,1,1
1577746220,1,1
1577746230,1,1
1577746240,1,1
1577746250,1,1
1577746260,1,1
1577746270,1,1
1577746280,1,1
1577746290,1,1
1577746300,1,1
1577746310,1,1
1577746320,1,1
1577746330,1,1
1577746340,1,1
1577746350,1,1
1577746360,1,1
1577746370,1,1
1577746380,1,1
1577746390,1,1
1577746400,1,1
1577746410,1,1
1577746420,1,1
1577746430,1,1
1577746440,1,1
1577746450,1,1
1577746460,1,1
1577746470,1,1
1577746480,1,1
1577746490,1,1
1577746500,1,1
1577746510,1,1
1577746520,1,1
1577746530,1,1
1577746540,1,1
1577746550,1,1
1577746560,1,1
1577746570,1,1
1577746580,1,1
1577746590,1,1
1577746600,1,1
1577746610,1,1
1577746620,1,1
1577746630,1,1
1577746640,1,1
1577746650,1,1
1577746660,1,1
1577746670,1,1
1577746680,1,1
1577746690,1,1
